FlyBaseID	A.m.exp_geno	A.m.se_geno	A.m.padj	A.m.TopSig	A.m.Sig	A.f.exp_geno	A.f.se_geno	A.f.padj	A.f.Sig	Sig	Chr
57	FBgn0000157	-0.115652395183866	0.192847776306707	0.674826995539005	FALSE	FALSE	-0.206454896513433	0.180860198887745	0.452405973231573	FALSE	FALSE	2
58	FBgn0000158	-0.0414960754113116	0.246536070024487	0.907745103530951	FALSE	FALSE	0.0377476474978583	0.0576809080789756	0.68479004353613	FALSE	FALSE	3
59	FBgn0000163	-0.203629770887031	0.157885204487998	0.46886188339827	FALSE	FALSE	-0.0522616715826509	0.0523691901063683	0.518432965673331	FALSE	FALSE	X
60	FBgn0000166	-0.434779052289294	0.265123355800127	0.46886188339827	FALSE	FALSE	-0.0383734927877344	0.0483916820075409	0.615781553018689	FALSE	FALSE	3
61	FBgn0000173	0.33706939252833	0.258790680532116	0.46886188339827	FALSE	FALSE	-0.0251939518838657	0.0433476426029689	0.719363737693176	FALSE	FALSE	X
62	FBgn0000179	-0.269840690310876	0.229633617190939	0.469682045106528	FALSE	FALSE	-0.213728677740164	0.205701486521425	0.49933222964082	FALSE	FALSE	X
63	FBgn0000180	-0.359146466750745	0.347158422766199	0.493132777215206	FALSE	FALSE	0.0149424500259311	0.186779280569283	0.966699630535905	FALSE	FALSE	2
64	FBgn0000181	0.419933952423974	0.280735798521259	0.46886188339827	FALSE	FALSE	0.169588193719027	0.0635941296638653	0.0793302985958478	FALSE	FALSE	2
65	FBgn0000182	-0.0918957750739078	0.255916682832984	0.804876120171327	FALSE	FALSE	NA	NA	NA	NA	FALSE	2
66	FBgn0000183	-0.36056895100891	0.233222532526233	0.46886188339827	FALSE	FALSE	0.0143870892224602	0.0500588868729398	0.868932376279088	FALSE	FALSE	2
67	FBgn0000206	-0.40645650906319	0.331128272630321	0.46886188339827	FALSE	FALSE	0.00568461790191276	0.0855854040444722	0.972779349329549	FALSE	FALSE	3
68	FBgn0000212	-0.66855877139716	0.41457204376169	0.46886188339827	FALSE	FALSE	-0.237074092473899	0.0841051299201791	0.0674571310486255	FALSE	FALSE	3
70	FBgn0000221	0.361148270393665	0.212641208492073	0.46886188339827	FALSE	FALSE	0.0440563708026871	0.0569433236477925	0.62439163968692	FALSE	FALSE	X
72	FBgn0000228	-0.381172105898714	0.288351023217695	0.46886188339827	FALSE	FALSE	-0.184533576483951	0.0745773622906258	0.0989953300888201	FALSE	FALSE	2
73	FBgn0000229	-0.0217194322353955	0.0999810065266281	0.882560708853843	FALSE	FALSE	0.0425718923243513	0.0594434911283571	0.65115313957611	FALSE	FALSE	2
74	FBgn0000233	-0.121213454697077	0.23533023387935	0.718419275268032	FALSE	FALSE	NA	NA	NA	NA	FALSE	X
75	FBgn0000239	-0.163965274640493	0.165878432437547	0.507868060032284	FALSE	FALSE	-0.024787312944765	0.0417053717426489	0.713374015737335	FALSE	FALSE	2
76	FBgn0000241	-0.417218385938028	0.20145062138463	0.46886188339827	FALSE	FALSE	0.0297064382029541	0.172596860854673	0.924860134899412	FALSE	FALSE	2
77	FBgn0000244	-0.144631501344599	0.140669807627648	0.495190009421953	FALSE	FALSE	0.0390456173722445	0.0655428404097976	0.713374015737335	FALSE	FALSE	3
78	FBgn0000246	-0.187784750473025	0.142782994889126	0.46886188339827	FALSE	FALSE	-0.110930254418961	0.0868385564087789	0.39732144159247	FALSE	FALSE	3
79	FBgn0000247	-0.725336084894897	0.470385948896611	0.46886188339827	FALSE	FALSE	-0.182566725075685	0.0674516019931865	0.0767241885386632	FALSE	FALSE	3
80	FBgn0000250	-0.320484662926481	0.238894285938485	0.46886188339827	FALSE	FALSE	-0.119181716399459	0.056071465151814	0.149888972473638	FALSE	FALSE	2
81	FBgn0000251	-0.290240648742796	0.246515847773204	0.469682045106528	FALSE	FALSE	-0.0237215448264294	0.0423628481232533	0.729363653397114	FALSE	FALSE	2
82	FBgn0000253	0.0542413515606479	0.112353934445777	0.734991654854637	FALSE	FALSE	-0.107085611474457	0.063330516021458	0.251974828584893	FALSE	FALSE	2
83	FBgn0000256	-0.439619506513253	0.353082089782539	0.46886188339827	FALSE	FALSE	-0.074528776796432	0.0557296763570849	0.372362206962178	FALSE	FALSE	2
84	FBgn0000257	-0.0453036301445896	0.111593410281459	0.778618675379533	FALSE	FALSE	0.122571423188779	0.0725724074041768	0.252623790869197	FALSE	FALSE	X
85	FBgn0000259	-0.133729524250411	0.149205401818167	0.537726983661149	FALSE	FALSE	-0.0846165550647322	0.0726471137310217	0.443149593926068	FALSE	FALSE	X
86	FBgn0000261	-0.443177651754702	0.274969924716037	0.46886188339827	FALSE	FALSE	0.00586014143341825	0.0574395459628403	0.955966340706138	FALSE	FALSE	3
87	FBgn0000273	-0.380920753678694	0.276569894192522	0.46886188339827	FALSE	FALSE	-0.135259001205173	0.0767057184593386	0.230091911731221	FALSE	FALSE	2
88	FBgn0000274	-0.12554359342864	0.152602086704494	0.568015538236732	FALSE	FALSE	-0.170697527166179	0.160095631047698	0.48678144057117	FALSE	FALSE	3
89	FBgn0000276	0.50153752325086	0.484105941992436	0.492813082896604	FALSE	FALSE	-1.01421968678318	1.31944877904046	0.627348945700863	FALSE	FALSE	3
90	FBgn0000277	0.324969650830356	0.592851205092634	0.70018722968203	FALSE	FALSE	-3.75427182204078	1.17468248001002	0.0415143279269215	TRUE	TRUE	3
91	FBgn0000278	0.210183978173464	0.839825522047299	0.864513932183152	FALSE	FALSE	NA	NA	NA	NA	FALSE	3
92	FBgn0000279	-0.224512113503893	0.692637873183944	0.823406605784172	FALSE	FALSE	-0.0401017515467135	1.06615541663767	0.984756046986222	FALSE	FALSE	3
95	FBgn0000283	-0.659912839849459	0.435846526023388	0.46886188339827	FALSE	FALSE	-0.239628926621369	0.0909432679859152	0.0827025302929338	FALSE	FALSE	3
96	FBgn0000286	-0.117240779094341	0.153353926023171	0.595244952944079	FALSE	FALSE	-0.136306722394581	0.0695856512513008	0.182428766796894	FALSE	FALSE	2
97	FBgn0000287	-0.168228660627554	0.193625126714155	0.54812580058458	FALSE	FALSE	-0.129200167968018	0.132392455711575	0.528680006178433	FALSE	FALSE	2
98	FBgn0000289	-0.446038699399726	0.304658879723735	0.46886188339827	FALSE	FALSE	-0.0675001941357144	0.0376510958672541	0.222264153179775	FALSE	FALSE	2
99	FBgn0000299	-0.473302131185291	0.235648456073684	0.46886188339827	FALSE	FALSE	-0.0585540732014498	0.0490014842136747	0.431552448181182	FALSE	FALSE	2
100	FBgn0000303	-0.607375832277452	0.360477031822382	0.46886188339827	FALSE	FALSE	-0.24141009318407	0.178651265415585	0.366885558253673	FALSE	FALSE	3
101	FBgn0000307	-0.728613165985712	0.460512570906402	0.46886188339827	FALSE	FALSE	-0.367340546491075	0.127121183675434	0.0627936602631559	FALSE	FALSE	2
102	FBgn0000308	0.156417401973208	0.141027327703827	0.476192595821267	FALSE	FALSE	0.0255221757057806	0.0384066348448344	0.679812263963042	FALSE	FALSE	2
103	FBgn0000316	-0.1451394564129	0.177878251869764	0.571325031769885	FALSE	FALSE	0.0301593246938178	0.0481131450127766	0.698390164248694	FALSE	FALSE	X
104	FBgn0000317	-0.660944923630114	0.397139382700401	0.46886188339827	FALSE	FALSE	-0.316536550245116	0.117801194132283	0.078264533195129	FALSE	FALSE	2
105	FBgn0000318	0.432071312457046	0.336235728747945	0.46886188339827	FALSE	FALSE	0.163364171678141	0.0786807555479714	0.158687053306149	FALSE	FALSE	2
106	FBgn0000319	-0.457869665589245	0.279671938081475	0.46886188339827	FALSE	FALSE	-0.105339198915416	0.0485359744484542	0.141759815521186	FALSE	FALSE	X
107	FBgn0000320	-0.102390106599638	0.135682525360762	0.599526471558186	FALSE	FALSE	0.0489723804908464	0.0885285651194866	0.733209714199589	FALSE	FALSE	2
108	FBgn0000326	-0.153337212767766	0.198509266725066	0.591848909176182	FALSE	FALSE	0.0090138152019408	0.0537658249708048	0.926965568467641	FALSE	FALSE	2
109	FBgn0000330	0.000275733240197084	0.0926590361624952	0.998784690791935	FALSE	FALSE	0.1431382971985	0.0615164607114593	0.118918338114114	FALSE	FALSE	X
111	FBgn0000339	0.477967363659504	0.27566485594677	0.46886188339827	FALSE	FALSE	0.190557700173312	0.0688612230027783	0.0718727788226358	FALSE	FALSE	2
112	FBgn0000346	-0.485634226876631	0.308871697764416	0.46886188339827	FALSE	FALSE	-0.0417131355924131	0.0713232745200855	0.717883374645048	FALSE	FALSE	X
113	FBgn0000351	0.0486484735096472	0.255682285341155	0.896909936710495	FALSE	FALSE	0.120633503961921	0.0757321994514757	0.281541491844017	FALSE	FALSE	2
114	FBgn0000352	-0.506572517872285	0.291630904463802	0.46886188339827	FALSE	FALSE	-0.0571058778469993	0.0386989144568172	0.320914117270757	FALSE	FALSE	2
115	FBgn0000355	0.23971043422704	0.148464907345294	0.46886188339827	FALSE	FALSE	-0.233344866489834	0.287656500310551	0.607631039461729	FALSE	FALSE	3
116	FBgn0000356	NA	NA	NA	NA	NA	-0.362613047302461	0.37674677664215	0.534708944859099	FALSE	FALSE	3
117	FBgn0000357	-0.35948090653687	0.303886070669183	0.469682045106528	FALSE	FALSE	-0.739442785869311	0.343599561056334	0.145640581331312	FALSE	FALSE	3
118	FBgn0000358	NA	NA	NA	NA	NA	-0.0912432082652313	0.393434082006651	0.895053913131372	FALSE	FALSE	3
119	FBgn0000359	NA	NA	NA	NA	NA	0.0116235195991477	0.11970264600226	0.957843768333846	FALSE	FALSE	X
120	FBgn0000360	NA	NA	NA	NA	NA	-0.0332981404573242	0.116386425900396	0.869624688626294	FALSE	FALSE	X
121	FBgn0000370	0.0788077950860671	0.0910394343423248	0.549331119420809	FALSE	FALSE	-0.00492519027541874	0.0496780210691984	0.957471427986599	FALSE	FALSE	2
122	FBgn0000376	-0.550067638693881	0.412079601714439	0.46886188339827	FALSE	FALSE	-0.0436692929719043	0.0446270966216613	0.527130398579316	FALSE	FALSE	X
123	FBgn0000377	-0.160771635059941	0.157204504035179	0.496994696491959	FALSE	FALSE	0.0806841788311384	0.0472535506217299	0.24692315651751	FALSE	FALSE	X
124	FBgn0000382	-0.33890625246684	0.225643060820894	0.46886188339827	FALSE	FALSE	-0.0962595979872756	0.0542637506030109	0.227157239378582	FALSE	FALSE	X
125	FBgn0000384	0.026566756197688	0.114286520683891	0.874998998980442	FALSE	FALSE	0.019670281033826	0.0514277061211432	0.820349218451216	FALSE	FALSE	2
127	FBgn0000394	0.291547561762579	0.185333692220901	0.46886188339827	FALSE	FALSE	0.1014401198466	0.0976424875945975	0.49933222964082	FALSE	FALSE	X
128	FBgn0000395	-0.254909484596091	0.185232335114414	0.46886188339827	FALSE	FALSE	-0.0826295515878929	0.0840996268859366	0.52545413491335	FALSE	FALSE	2
129	FBgn0000404	-0.00679355411138122	0.103568841541452	0.964406590743776	FALSE	FALSE	0.0151710156697613	0.0371713262941465	0.808175704840924	FALSE	FALSE	3
130	FBgn0000405	0.0159930529018359	0.123760869881528	0.929190094419306	FALSE	FALSE	0.00443511507544818	0.0449998522872693	0.957524638719323	FALSE	FALSE	2
131	FBgn0000406	-0.0238166872583352	0.108357498522547	0.881563060069127	FALSE	FALSE	0.171411861109958	0.0576630405447635	0.0547958507610312	FALSE	FALSE	2
132	FBgn0000411	-0.217019595689844	0.194914531553069	0.475723277291217	FALSE	FALSE	0.0713191344891469	0.158559280395549	0.78608604742905	FALSE	FALSE	3
133	FBgn0000412	0.026871178088181	0.105201273455766	0.861635404417564	FALSE	FALSE	0.0629355696097266	0.0392572851035479	0.279246735690955	FALSE	FALSE	3
134	FBgn0000414	-0.641671031345735	0.403900676558271	0.46886188339827	FALSE	FALSE	-0.228459733830471	0.0865292223737621	0.082009698497246	FALSE	FALSE	3
135	FBgn0000416	-0.495017883921712	0.298744281681829	0.46886188339827	FALSE	FALSE	-0.186548124040598	0.0855623145590776	0.140060497041048	FALSE	FALSE	3
136	FBgn0000422	-0.0666961514504033	0.110406249091772	0.672622113821574	FALSE	FALSE	-0.0530359147098576	0.0846104720263023	0.698390164248694	FALSE	FALSE	2
137	FBgn0000426	0.465894267784011	0.299300647554273	0.46886188339827	FALSE	FALSE	0.13592213278416	0.068318533357607	0.175716849517952	FALSE	FALSE	2
138	FBgn0000427	0.242973229504558	0.244897582088983	0.506198126892898	FALSE	FALSE	0.0719366209108742	0.111818713695114	0.689612435630144	FALSE	FALSE	X
139	FBgn0000439	-0.295489955991969	0.296024651594172	0.503798810127871	FALSE	FALSE	NA	NA	NA	NA	FALSE	3
140	FBgn0000442	-0.244004835147385	0.429125808343754	0.689789269430764	FALSE	FALSE	NA	NA	NA	NA	FALSE	2
141	FBgn0000447	0.143777503157712	0.154851668672346	0.528168909081376	FALSE	FALSE	0.0855380674759572	0.0492067656189944	0.236466216198893	FALSE	FALSE	3
142	FBgn0000448	-0.011798556632022	0.222742385436173	0.970693040960314	FALSE	FALSE	NA	NA	NA	NA	FALSE	2
144	FBgn0000451	-0.446443492907464	0.268668744071663	0.46886188339827	FALSE	FALSE	-0.263789762809734	0.209166761060571	0.404225275130138	FALSE	FALSE	3
145	FBgn0000454	-0.2286766491597	0.156119104308446	0.46886188339827	FALSE	FALSE	0.1325613190698	0.0639583909754449	0.159513234422963	FALSE	FALSE	3
146	FBgn0000455	0.223418687256396	0.213986280038457	0.49169174291021	FALSE	FALSE	0.210353783887897	0.107397034013666	0.182428766796894	FALSE	FALSE	3
147	FBgn0000459	-0.328917690104921	0.213031103695135	0.46886188339827	FALSE	FALSE	-0.247709229538582	0.196966390276815	0.405838246920763	FALSE	FALSE	X
148	FBgn0000463	-0.0104264815677657	0.140037678414672	0.959720383663711	FALSE	FALSE	-0.148915601924063	0.0633373684767303	0.115199702984956	FALSE	FALSE	3
149	FBgn0000464	-0.319145764674827	0.302922791166505	0.489164655819685	FALSE	FALSE	-0.203068713074514	0.175920094986242	0.447058970862592	FALSE	FALSE	2
150	FBgn0000473	-0.727437096336586	0.207808362444479	0.200078246786958	FALSE	FALSE	-0.694488406580907	0.13210532647148	9.53011586201224e-05	TRUE	TRUE	2
151	FBgn0000477	0.436314310231765	0.291390124533344	0.46886188339827	FALSE	FALSE	0.125493435603116	0.123976784494525	0.511921186947845	FALSE	FALSE	3
152	FBgn0000479	-0.363708934154127	0.282115309623346	0.46886188339827	FALSE	FALSE	-0.140055693983751	0.0657636707148302	0.149079789669861	FALSE	FALSE	X
153	FBgn0000482	-0.366822425133519	0.220242156816084	0.46886188339827	FALSE	FALSE	0.03437665193944	0.0629694964629999	0.736646724757736	FALSE	FALSE	X
154	FBgn0000489	-0.301595157277544	0.221326763206876	0.46886188339827	FALSE	FALSE	-0.113652916762312	0.0916806626671699	0.412165661460443	FALSE	FALSE	3
155	FBgn0000490	-0.301910925793078	0.165473262688957	0.46886188339827	FALSE	FALSE	-0.25946256122231	0.131357573499739	0.178723692363438	FALSE	FALSE	2
156	FBgn0000492	-0.0399032827038802	0.203089167459907	0.893852017474486	FALSE	FALSE	-0.0879647190614162	0.139002273096844	0.695168988541583	FALSE	FALSE	3
157	FBgn0000499	0.170047753095631	0.167399413068438	0.49861629803107	FALSE	FALSE	0.130584448463613	0.0565021688530548	0.120555214241257	FALSE	FALSE	X
158	FBgn0000500	0.553773590482726	0.305013315021436	0.46886188339827	FALSE	FALSE	NA	NA	NA	NA	FALSE	3
159	FBgn0000504	-0.450256733345759	0.332389199430741	0.46886188339827	FALSE	FALSE	-0.105086328687926	0.129632692981281	0.607881620259261	FALSE	FALSE	3
160	FBgn0000520	0.104722631227259	0.153486655703629	0.6335197804571	FALSE	FALSE	0.203357773576356	0.0942666655794904	0.1441135267915	FALSE	FALSE	X
161	FBgn0000524	-0.289003683551254	0.275019556368265	0.490146835717937	FALSE	FALSE	0.00611162760393797	0.0469088369957815	0.942665804902362	FALSE	FALSE	X
162	FBgn0000527	-0.312225043539062	0.197157798143363	0.46886188339827	FALSE	FALSE	-0.0309377748375473	0.115582403808037	0.877514499055754	FALSE	FALSE	3
163	FBgn0000529	-0.156923164796863	0.230285149533856	0.633830520997144	FALSE	FALSE	NA	NA	NA	NA	FALSE	2
164	FBgn0000533	0.0454250809934152	0.106017497853452	0.765210634202341	FALSE	FALSE	0.0192141112587431	0.0533178231288937	0.831980750270533	FALSE	FALSE	3
165	FBgn0000535	-0.667086510489123	0.461243173895738	0.46886188339827	FALSE	FALSE	-0.445065675693348	0.146142799702793	0.0508535589270456	FALSE	FALSE	X
166	FBgn0000536	-0.0010941549538554	0.0982497969118627	0.993853654277687	FALSE	FALSE	0.0273991139503605	0.0570259460967846	0.77156312348172	FALSE	FALSE	X
167	FBgn0000541	-0.56880338493025	0.369881804639285	0.46886188339827	FALSE	FALSE	-0.267655595401758	0.100297694753997	0.079260770846031	FALSE	FALSE	3
168	FBgn0000542	-0.6932576722941	0.474725289491799	0.46886188339827	FALSE	FALSE	-0.260906188761469	0.123474709449224	0.151704914706124	FALSE	FALSE	X
169	FBgn0000543	-0.288767559134737	0.200488472835989	0.46886188339827	FALSE	FALSE	0.0675930075458263	0.0460761415608845	0.324528528886682	FALSE	FALSE	3
170	FBgn0000546	-0.247563231498052	0.199458377194709	0.46886188339827	FALSE	FALSE	-0.0758278592000553	0.0533279251530672	0.34058799175563	FALSE	FALSE	2
171	FBgn0000547	-0.256855198398794	0.229257144053449	0.474121994921863	FALSE	FALSE	-0.16169987028942	0.0657214826979347	0.100974207229989	FALSE	FALSE	2
172	FBgn0000551	-0.808282856750194	0.376500895451139	0.46886188339827	FALSE	TRUE	NA	NA	NA	NA	TRUE	3
174	FBgn0000557	-0.0964879227533556	0.144506807093615	0.64070674373311	FALSE	FALSE	-0.0744488019943146	0.0597807470878723	0.410425195355435	FALSE	FALSE	3
175	FBgn0000559	-0.310355580740823	0.281607811363145	0.477637858559714	FALSE	FALSE	-0.0505603663426051	0.0393425555088106	0.394635345203658	FALSE	FALSE	2
176	FBgn0000560	-0.00649587390223266	0.120200656279967	0.970343574110928	FALSE	FALSE	NA	NA	NA	NA	FALSE	3
177	FBgn0000562	-0.519522940205766	0.337722141820784	0.46886188339827	FALSE	FALSE	-0.0215809580107861	0.0491849879701127	0.791707412283451	FALSE	FALSE	2
178	FBgn0000564	0.251631288245691	0.448673077282778	0.693392689077201	FALSE	FALSE	NA	NA	NA	NA	FALSE	3
179	FBgn0000565	0.457239563157989	0.259953003691445	0.46886188339827	FALSE	FALSE	0.165535560895836	0.0565286772326405	0.0596249244838073	FALSE	FALSE	3
180	FBgn0000566	-0.0536835075556035	0.116209165991284	0.746681477385097	FALSE	FALSE	0.0658303269203214	0.0417753362141763	0.287228265990801	FALSE	FALSE	2
181	FBgn0000567	-0.367382715534599	0.263024945620564	0.46886188339827	FALSE	FALSE	-0.0876791414045851	0.0722852630081963	0.423662678948946	FALSE	FALSE	3
182	FBgn0000568	-0.316654589247037	0.255337365330755	0.46886188339827	FALSE	FALSE	-0.104076686790777	0.075178347392793	0.353243711609398	FALSE	FALSE	3
183	FBgn0000575	-0.0396387655175763	0.102035844141412	0.787697325967214	FALSE	FALSE	-0.061187459874846	0.0388820248251698	0.287703322726237	FALSE	FALSE	3
